Lineup #,SelScore,HitCount,Salary,ProjSum,MaxSimPts,Players,FD_IDs
138,1.7039,1,59100,304.41,494.08,Luka Doncic (LAL) | Jaden Ivey (DET) | RJ Barrett (TOR) | Luguentz Dort (OKC) | Kevin Huerter (CHI) | Peyton Watson (DEN) | Chet Holmgren (OKC) | Collin Murray-Boyles (TOR) | Mark Williams (PHX),"125339-84669,125339-171780,125339-110357,125339-111273,125339-84704,125339-171761,125339-171759,125339-228122,125339-171786"
139,1.7039,1,60000,319.73,474.42,Daniss Jenkins (DET) | Nickeil Alexander-Walker (ATL) | James Harden (LAC) | De'Anthony Melton (GSW) | Tari Eason (HOU) | Jimmy Butler (GSW) | Alex Sarr (WAS) | Zion Williamson (NOP) | Paul Reed (DET),"125339-203812,125339-110356,125339-9644,125339-84703,125339-171769,125339-14528,125339-203764,125339-110310,125339-145329"
140,1.7034,1,59600,314.51,480.5,Kevin Porter Jr. (MIL) | Luka Doncic (LAL) | Jaden Ivey (DET) | Kris Dunn (LAC) | Jalen Williams (OKC) | Luguentz Dort (OKC) | Alex Sarr (WAS) | Toumani Camara (POR) | Jock Landale (MEM),"125339-110345,125339-84669,125339-171780,125339-23802,125339-171760,125339-111273,125339-203764,125339-188447,125339-158137"
141,1.7033,1,59400,336.54,452.17,Nickeil Alexander-Walker (ATL) | Luka Doncic (LAL) | Jaden Ivey (DET) | Derrick White (BOS) | Justin Champagnie (WAS) | Mikal Bridges (NYK) | Draymond Green (GSW) | Bilal Coulibaly (WAS) | Paul Reed (DET),"125339-110356,125339-84669,125339-171780,125339-49675,125339-158855,125339-84670,125339-15860,125339-188416,125339-145329"
142,1.7029,1,59900,319.89,473.01,Daniss Jenkins (DET) | Tyrese Maxey (PHI) | Mikal Bridges (NYK) | Derrick White (BOS) | Jaylen Wells (MEM) | RJ Barrett (TOR) | Derik Queen (NOP) | Jake LaRavia (LAL) | Paul Reed (DET),"125339-203812,125339-145331,125339-84670,125339-49675,125339-203776,125339-110357,125339-228132,125339-171757,125339-145329"
143,1.7027,1,59900,296.02,503.33,Ajay Mitchell (OKC) | Jamal Murray (DEN) | Egor Demin (BKN) | Ryan Rollins (MIL) | Caris LeVert (DET) | Peyton Watson (DEN) | Jalen Williams (OKC) | Miles Bridges (CHA) | Jusuf Nurkic (UTA),"125339-203808,125339-66108,125339-228109,125339-171772,125339-23798,125339-171761,125339-171760,125339-84678,125339-55057"
144,1.7024,1,59700,309.57,485.57,Jordan Poole (NOP) | Nickeil Alexander-Walker (ATL) | Dillon Brooks (PHX) | De'Anthony Melton (GSW) | Paul George (PHI) | OG Anunoby (NYK) | Jalen Johnson (ATL) | Derik Queen (NOP) | Kristaps Porzingis (ATL),"125339-110322,125339-110356,125339-60233,125339-84703,125339-12341,125339-68090,125339-157833,125339-228132,125339-63122"
145,1.7023,1,60000,314.35,479.4,Jordan Poole (NOP) | Jamal Murray (DEN) | Jaden Ivey (DET) | Dyson Daniels (ATL) | Luguentz Dort (OKC) | OG Anunoby (NYK) | Chet Holmgren (OKC) | Lauri Markkanen (UTA) | Paul Reed (DET),"125339-110322,125339-66108,125339-171780,125339-171784,125339-111273,125339-68090,125339-171759,125339-80812,125339-145329"
146,1.7017,1,59400,316.76,475.53,Ajay Mitchell (OKC) | Luka Doncic (LAL) | Ausar Thompson (DET) | Nickeil Alexander-Walker (ATL) | Jake LaRavia (LAL) | Isaac Okoro (CHI) | Chet Holmgren (OKC) | Bilal Coulibaly (WAS) | John Collins (LAC),"125339-203808,125339-84669,125339-188426,125339-110356,125339-171757,125339-145341,125339-171759,125339-188416,125339-66236"
147,1.7015,1,59700,298.74,498.32,Anthony Black (ORL) | Ajay Mitchell (OKC) | Nickeil Alexander-Walker (ATL) | Keyonte George (UTA) | Ausar Thompson (DET) | Bilal Coulibaly (WAS) | Giannis Antetokounmpo (MIL) | Royce O'Neale (PHX) | Goga Bitadze (ORL),"125339-188408,125339-203808,125339-110356,125339-188412,125339-188426,125339-188416,125339-40199,125339-18338,125339-110359"
148,1.7011,1,59000,316.48,475.15,Jordan Poole (NOP) | Dyson Daniels (ATL) | Ajay Mitchell (OKC) | Jaden Ivey (DET) | Lauri Markkanen (UTA) | Bilal Coulibaly (WAS) | Zaccharie Risacher (ATL) | Jalen Johnson (ATL) | Derik Queen (NOP),"125339-110322,125339-171784,125339-203808,125339-171780,125339-80812,125339-188416,125339-203767,125339-157833,125339-228132"
149,1.701,1,59500,310.06,483.24,Stephen Curry (GSW) | Ryan Rollins (MIL) | Tre Johnson (WAS) | Ausar Thompson (DET) | Paul George (PHI) | Jaylen Brown (BOS) | Isaiah Stewart (DET) | Noah Clowney (BKN) | Paul Reed (DET),"125339-9524,125339-171772,125339-228118,125339-188426,125339-12341,125339-67026,125339-145307,125339-188431,125339-145329"
150,1.7008,1,59300,343.09,440.63,Cason Wallace (OKC) | Luka Doncic (LAL) | Jaden Ivey (DET) | Ajay Mitchell (OKC) | Scottie Barnes (TOR) | Tari Eason (HOU) | Jalen Williams (OKC) | Bilal Coulibaly (WAS) | Paul Reed (DET),"125339-188415,125339-84669,125339-171780,125339-203808,125339-157822,125339-171769,125339-171760,125339-188416,125339-145329"
